Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Customer_Segment,Country,City,Region,Product_ID,Product_Name,Category,Sub_Category,Sales_Rep,Quantity,Unit_Price,Sales,Cost,Profit,Discount,Year,Month,Quarter
ORD-5556,2022-04-04,2022-04-08,First Class,CUST-4519,Customer 553,Home Office,United States,Boston,North,PROD-41266,Headphones Deluxe,Electronics,Headphones,Jessica Taylor,1,154.7,154.7,92.82,61.88,0.0,2022,4,Q2
ORD-3484,2022-04-04,2022-04-05,First Class,CUST-7987,Customer 496,Corporate,United States,Philadelphia,North,PROD-24733,Jeans Standard,Clothing,Jeans,John Smith,10,116.35,907.97,581.76,326.21,0.22,2022,4,Q2
ORD-3617,2022-04-04,2022-04-08,First Class,CUST-7512,Customer 834,Corporate,United States,Jacksonville,East,PROD-83552,Jackets Standard,Clothing,Jackets,Emily Brown,9,287.88,2068.23,1295.46,772.77,0.202,2022,4,Q2
ORD-1047,2022-04-04,2022-04-05,Same Day,CUST-9043,Customer 106,Corporate,United States,Baltimore,East,PROD-47269,Cameras Basic,Electronics,Cameras,Amanda Lee,4,935.89,3517.92,2246.14,1271.78,0.06,2022,4,Q2
ORD-2463,2022-04-04,2022-04-08,Second Class,CUST-7281,Customer 20,Corporate,United States,Atlanta,South,PROD-48368,Supplements Basic,Sports,Supplements,David Wilson,6,508.48,3050.89,1586.46,1464.43,0.0,2022,4,Q2
ORD-2976,2022-04-04,2022-04-10,First Class,CUST-7558,Customer 777,Consumer,United States,Seattle,West,PROD-31013,Furniture Basic,Home & Garden,Furniture,Robert Martinez,8,182.2,1245.06,801.7,443.36,0.146,2022,4,Q2
ORD-3616,2022-04-04,2022-04-07,First Class,CUST-3227,Customer 286,Consumer,United States,San Francisco,West,PROD-18305,Furniture Standard,Home & Garden,Furniture,Amanda Lee,5,236.59,895.68,650.62,245.06,0.243,2022,4,Q2
ORD-2438,2022-04-05,2022-04-08,Standard Class,CUST-7865,Customer 225,Consumer,United States,Dallas,South,PROD-60177,Kitchen Appliances Pro,Home & Garden,Kitchen Appliances,David Wilson,2,570.17,1140.35,627.19,513.16,0.0,2022,4,Q2
ORD-5865,2022-04-06,2022-04-13,First Class,CUST-7477,Customer 278,Home Office,United States,San Francisco,West,PROD-68941,Accessories Pro,Sports,Accessories,Mike Davis,4,543.22,2172.87,1129.89,1042.98,0.0,2022,4,Q2
ORD-5977,2022-04-06,2022-04-13,First Class,CUST-3985,Customer 233,Home Office,United States,Baltimore,East,PROD-70229,Jeans Basic,Clothing,Jeans,Sarah Johnson,10,289.69,2896.92,1448.46,1448.46,0.0,2022,4,Q2
ORD-2796,2022-04-06,2022-04-07,First Class,CUST-7239,Customer 985,Corporate,United States,Houston,South,PROD-48945,Jeans Basic,Clothing,Jeans,David Wilson,7,68.25,477.78,238.89,238.89,0.0,2022,4,Q2
ORD-3388,2022-04-07,2022-04-14,Standard Class,CUST-8596,Customer 251,Corporate,United States,Miami,South,PROD-59311,Decorations Basic,Home & Garden,Decorations,David Wilson,8,600.82,3786.36,2643.62,1142.73,0.212,2022,4,Q2
ORD-4309,2022-04-07,2022-04-11,Second Class,CUST-8195,Customer 175,Home Office,United States,San Francisco,West,PROD-17202,Supplements Deluxe,Sports,Supplements,John Smith,2,594.01,1188.01,617.77,570.25,0.0,2022,4,Q2
ORD-5018,2022-04-07,2022-04-08,Second Class,CUST-3933,Customer 217,Corporate,United States,Houston,South,PROD-55158,Cameras Pro,Electronics,Cameras,Tom Anderson,1,1008.63,1008.63,605.18,403.45,0.0,2022,4,Q2
ORD-2559,2022-04-07,2022-04-09,First Class,CUST-4056,Customer 674,Corporate,United States,San Francisco,West,PROD-87857,Kitchen Appliances Basic,Home & Garden,Kitchen Appliances,Sarah Johnson,1,285.88,285.88,157.24,128.65,0.0,2022,4,Q2
ORD-3882,2022-04-08,2022-04-13,Standard Class,CUST-9937,Customer 950,Home Office,United States,Philadelphia,North,PROD-53045,Furniture Premium,Home & Garden,Furniture,Jessica Taylor,8,211.48,1691.87,930.53,761.34,0.0,2022,4,Q2
ORD-1494,2022-04-08,2022-04-11,Second Class,CUST-2764,Customer 523,Home Office,United States,Philadelphia,North,PROD-22385,Fitness Equipment Basic,Sports,Fitness Equipment,Tom Anderson,6,438.18,2629.07,1367.12,1261.95,0.0,2022,4,Q2
ORD-2103,2022-04-08,2022-04-15,Same Day,CUST-5682,Customer 588,Corporate,United States,Detroit,North,PROD-69390,Sports Apparel Premium,Sports,Sports Apparel,John Smith,5,488.21,2441.06,1269.35,1171.71,0.0,2022,4,Q2
ORD-3015,2022-04-09,2022-04-11,Standard Class,CUST-6353,Customer 435,Corporate,United States,New York,North,PROD-19230,Smartphones Deluxe,Electronics,Smartphones,Tom Anderson,4,464.8,1672.4,1115.52,556.88,0.1,2022,4,Q2
ORD-3479,2022-04-09,2022-04-12,First Class,CUST-9228,Customer 834,Consumer,United States,San Francisco,West,PROD-78152,Comics Deluxe,Books,Comics,Tom Anderson,8,74.99,599.88,239.95,359.93,0.0,2022,4,Q2
ORD-2721,2022-04-10,2022-04-15,Same Day,CUST-5183,Customer 654,Corporate,United States,Detroit,North,PROD-46943,Accessories Pro,Clothing,Accessories,John Smith,5,86.76,433.79,216.89,216.89,0.0,2022,4,Q2
ORD-5794,2022-04-10,2022-04-16,Second Class,CUST-3258,Customer 303,Home Office,United States,Portland,West,PROD-83482,Laptops Deluxe,Electronics,Laptops,John Smith,2,366.5,693.12,439.8,253.32,0.054,2022,4,Q2
ORD-2081,2022-04-11,2022-04-13,Standard Class,CUST-6659,Customer 652,Home Office,United States,Dallas,South,PROD-57379,Tablets Deluxe,Electronics,Tablets,Sarah Johnson,3,1106.07,3318.2,1990.92,1327.28,0.0,2022,4,Q2
ORD-1776,2022-04-11,2022-04-16,First Class,CUST-4252,Customer 161,Consumer,United States,Jacksonville,East,PROD-40060,Outdoor Gear Premium,Sports,Outdoor Gear,Tom Anderson,2,547.63,1095.25,569.53,525.72,0.0,2022,4,Q2
ORD-2119,2022-04-11,2022-04-13,Same Day,CUST-3308,Customer 885,Home Office,United States,Washington DC,East,PROD-76882,Accessories Pro,Clothing,Accessories,David Wilson,2,139.72,262.52,139.72,122.8,0.061,2022,4,Q2
ORD-5700,2022-04-11,2022-04-15,First Class,CUST-1423,Customer 354,Home Office,United States,Atlanta,South,PROD-62961,Educational Deluxe,Books,Educational,John Smith,7,34.88,225.09,97.67,127.42,0.078,2022,4,Q2
ORD-5599,2022-04-11,2022-04-13,Second Class,CUST-4290,Customer 50,Home Office,United States,Baltimore,East,PROD-83998,T-Shirts Pro,Clothing,T-Shirts,Jessica Taylor,1,197.29,183.91,98.64,85.27,0.068,2022,4,Q2
ORD-4721,2022-04-11,2022-04-14,First Class,CUST-7958,Customer 393,Corporate,United States,Detroit,North,PROD-25275,Accessories Pro,Sports,Accessories,Jessica Taylor,1,188.45,188.45,98.0,90.46,0.0,2022,4,Q2
ORD-1878,2022-04-11,2022-04-13,Second Class,CUST-7902,Customer 916,Home Office,United States,Las Vegas,West,PROD-52195,Educational Standard,Books,Educational,Jessica Taylor,12,74.67,806.2,358.42,447.78,0.1,2022,4,Q2
ORD-1359,2022-04-11,2022-04-15,First Class,CUST-5990,Customer 793,Home Office,United States,Portland,West,PROD-31822,Shoes Basic,Clothing,Shoes,Jessica Taylor,5,190.68,807.14,476.69,330.45,0.153,2022,4,Q2
ORD-4571,2022-04-12,2022-04-16,Second Class,CUST-9921,Customer 119,Home Office,United States,Baltimore,East,PROD-58821,Plants Pro,Home & Garden,Plants,Jessica Taylor,2,771.32,1254.29,848.45,405.84,0.187,2022,4,Q2
ORD-2915,2022-04-12,2022-04-13,Second Class,CUST-4644,Customer 46,Corporate,United States,Las Vegas,West,PROD-60741,Furniture Premium,Home & Garden,Furniture,Mike Davis,6,721.39,3740.18,2380.57,1359.61,0.136,2022,4,Q2
ORD-2541,2022-04-12,2022-04-14,Standard Class,CUST-2104,Customer 980,Home Office,United States,Phoenix,South,PROD-14425,Children Premium,Books,Children,Emily Brown,12,74.5,795.62,357.62,438.0,0.11,2022,4,Q2
ORD-2593,2022-04-12,2022-04-13,Same Day,CUST-7064,Customer 411,Home Office,United States,Houston,South,PROD-85361,Fiction Deluxe,Books,Fiction,Jessica Taylor,9,77.07,693.65,277.46,416.19,0.0,2022,4,Q2
ORD-3495,2022-04-12,2022-04-13,Standard Class,CUST-8365,Customer 403,Home Office,United States,Miami,South,PROD-15288,Cameras Premium,Electronics,Cameras,David Wilson,5,540.36,2701.78,1621.07,1080.71,0.0,2022,4,Q2
ORD-1252,2022-04-13,2022-04-20,Standard Class,CUST-6902,Customer 821,Consumer,United States,Detroit,North,PROD-65837,Laptops Pro,Electronics,Laptops,Lisa Garcia,1,1716.37,1716.37,1029.82,686.55,0.0,2022,4,Q2
ORD-1817,2022-04-13,2022-04-16,Same Day,CUST-6529,Customer 692,Home Office,United States,Charlotte,East,PROD-81140,Sports Apparel Premium,Sports,Sports Apparel,John Smith,2,192.61,385.23,200.32,184.91,0.0,2022,4,Q2
ORD-5629,2022-04-13,2022-04-16,Second Class,CUST-7751,Customer 71,Home Office,United States,Los Angeles,West,PROD-69947,Jackets Basic,Clothing,Jackets,Mike Davis,6,84.53,507.17,253.59,253.59,0.0,2022,4,Q2
ORD-2537,2022-04-14,2022-04-19,Same Day,CUST-3717,Customer 985,Home Office,United States,San Francisco,West,PROD-91250,Kitchen Appliances Standard,Home & Garden,Kitchen Appliances,Amanda Lee,1,362.93,362.93,199.61,163.32,0.0,2022,4,Q2
ORD-2746,2022-04-14,2022-04-19,Standard Class,CUST-4615,Customer 649,Home Office,United States,Detroit,North,PROD-65666,Outdoor Gear Pro,Sports,Outdoor Gear,Tom Anderson,2,466.93,933.86,485.61,448.25,0.0,2022,4,Q2
ORD-4523,2022-04-14,2022-04-18,First Class,CUST-1698,Customer 320,Corporate,United States,Jacksonville,East,PROD-32987,Cameras Premium,Electronics,Cameras,John Smith,1,1955.41,1955.41,1173.25,782.17,0.0,2022,4,Q2
ORD-3925,2022-04-14,2022-04-16,Second Class,CUST-6610,Customer 659,Home Office,United States,New York,North,PROD-83893,Shoes Deluxe,Clothing,Shoes,Jessica Taylor,10,43.81,438.06,219.03,219.03,0.0,2022,4,Q2
ORD-2040,2022-04-15,2022-04-16,First Class,CUST-5712,Customer 799,Corporate,United States,Phoenix,South,PROD-60991,Comics Deluxe,Books,Comics,Emily Brown,12,32.0,384.01,153.61,230.41,0.0,2022,4,Q2
ORD-1843,2022-04-15,2022-04-22,Same Day,CUST-2908,Customer 453,Corporate,United States,Dallas,South,PROD-35874,Furniture Pro,Home & Garden,Furniture,Jessica Taylor,4,549.52,2083.94,1208.93,875.0,0.052,2022,4,Q2
ORD-2945,2022-04-15,2022-04-17,Same Day,CUST-9759,Customer 931,Home Office,United States,Boston,North,PROD-81153,Jackets Standard,Clothing,Jackets,David Wilson,4,22.75,91.0,45.5,45.5,0.0,2022,4,Q2
ORD-5164,2022-04-15,2022-04-16,Standard Class,CUST-9015,Customer 95,Home Office,United States,Boston,North,PROD-33710,Jackets Basic,Clothing,Jackets,Jessica Taylor,1,61.3,61.3,30.65,30.65,0.0,2022,4,Q2
ORD-2388,2022-04-16,2022-04-17,Same Day,CUST-8582,Customer 749,Consumer,United States,Boston,North,PROD-96552,Jeans Pro,Clothing,Jeans,Amanda Lee,3,102.79,308.36,154.18,154.18,0.0,2022,4,Q2
ORD-2642,2022-04-16,2022-04-18,Same Day,CUST-2406,Customer 320,Corporate,United States,San Francisco,West,PROD-21051,Smartphones Premium,Electronics,Smartphones,Amanda Lee,1,1881.81,1624.7,1129.08,495.62,0.137,2022,4,Q2
ORD-3578,2022-04-16,2022-04-17,Standard Class,CUST-7326,Customer 126,Home Office,United States,Detroit,North,PROD-71191,Furniture Pro,Home & Garden,Furniture,Amanda Lee,1,51.25,51.25,28.19,23.06,0.0,2022,4,Q2
ORD-2906,2022-04-16,2022-04-18,Same Day,CUST-6977,Customer 575,Corporate,United States,Charlotte,East,PROD-13302,Non-Fiction Deluxe,Books,Non-Fiction,Tom Anderson,3,77.2,231.6,92.64,138.96,0.0,2022,4,Q2
ORD-2837,2022-04-16,2022-04-22,Same Day,CUST-5982,Customer 697,Home Office,United States,Houston,South,PROD-92427,Jackets Deluxe,Clothing,Jackets,Emily Brown,5,131.83,659.15,329.58,329.58,0.0,2022,4,Q2
ORD-4197,2022-04-16,2022-04-23,First Class,CUST-9846,Customer 398,Corporate,United States,Baltimore,East,PROD-53904,T-Shirts Pro,Clothing,T-Shirts,Sarah Johnson,2,41.2,82.39,41.2,41.2,0.0,2022,4,Q2
ORD-3025,2022-04-17,2022-04-21,Same Day,CUST-1260,Customer 731,Consumer,United States,Chicago,North,PROD-61141,Shoes Standard,Clothing,Shoes,David Wilson,8,66.12,528.99,264.49,264.49,0.0,2022,4,Q2
ORD-2131,2022-04-17,2022-04-24,First Class,CUST-7242,Customer 746,Consumer,United States,Charlotte,East,PROD-99865,Furniture Basic,Home & Garden,Furniture,Lisa Garcia,1,55.65,49.76,30.61,19.15,0.106,2022,4,Q2
ORD-4556,2022-04-17,2022-04-22,Same Day,CUST-8110,Customer 598,Home Office,United States,Detroit,North,PROD-15452,Accessories Basic,Clothing,Accessories,Amanda Lee,1,116.78,116.78,58.39,58.39,0.0,2022,4,Q2
ORD-4845,2022-04-17,2022-04-21,Same Day,CUST-5137,Customer 702,Corporate,United States,Baltimore,East,PROD-43876,Laptops Basic,Electronics,Laptops,Tom Anderson,4,1203.82,4815.29,2889.18,1926.12,0.0,2022,4,Q2
ORD-2469,2022-04-17,2022-04-20,First Class,CUST-9575,Customer 403,Consumer,United States,Jacksonville,East,PROD-33117,Fiction Pro,Books,Fiction,Emily Brown,12,32.42,389.07,155.63,233.44,0.0,2022,4,Q2
ORD-5475,2022-04-17,2022-04-20,First Class,CUST-5695,Customer 576,Consumer,United States,Richmond,East,PROD-29116,Fitness Equipment Pro,Sports,Fitness Equipment,John Smith,5,194.57,972.85,505.88,466.97,0.0,2022,4,Q2
ORD-1537,2022-04-17,2022-04-22,Same Day,CUST-2995,Customer 697,Consumer,United States,Seattle,West,PROD-74956,Tools Premium,Home & Garden,Tools,Jessica Taylor,1,797.91,713.66,438.85,274.81,0.106,2022,4,Q2
ORD-5401,2022-04-18,2022-04-25,First Class,CUST-3326,Customer 988,Corporate,United States,Baltimore,East,PROD-53074,Cameras Deluxe,Electronics,Cameras,John Smith,4,1053.57,3445.31,2528.57,916.73,0.182,2022,4,Q2
ORD-5925,2022-04-18,2022-04-21,Second Class,CUST-9286,Customer 627,Corporate,United States,Houston,South,PROD-59362,Jeans Pro,Clothing,Jeans,Emily Brown,5,267.54,1337.71,668.86,668.86,0.0,2022,4,Q2
ORD-5680,2022-04-18,2022-04-19,First Class,CUST-4793,Customer 326,Consumer,United States,Phoenix,South,PROD-93148,Supplements Basic,Sports,Supplements,Lisa Garcia,1,185.97,185.97,96.71,89.27,0.0,2022,4,Q2
ORD-4351,2022-04-18,2022-04-21,Same Day,CUST-4202,Customer 67,Consumer,United States,San Francisco,West,PROD-94524,Furniture Basic,Home & Garden,Furniture,Sarah Johnson,8,509.2,4073.6,2240.48,1833.12,0.0,2022,4,Q2
ORD-4564,2022-04-18,2022-04-24,Second Class,CUST-8091,Customer 857,Corporate,United States,Charlotte,East,PROD-13814,Children Premium,Books,Children,Lisa Garcia,10,10.46,104.57,41.83,62.74,0.0,2022,4,Q2
ORD-5210,2022-04-19,2022-04-20,Standard Class,CUST-6564,Customer 22,Corporate,United States,Phoenix,South,PROD-66075,Tablets Deluxe,Electronics,Tablets,Emily Brown,2,822.54,1551.15,987.05,564.1,0.057,2022,4,Q2
ORD-2237,2022-04-19,2022-04-20,Second Class,CUST-5563,Customer 868,Home Office,United States,Atlanta,South,PROD-75943,Non-Fiction Standard,Books,Non-Fiction,Mike Davis,15,48.2,722.99,289.2,433.79,0.0,2022,4,Q2
ORD-3531,2022-04-19,2022-04-21,Standard Class,CUST-6562,Customer 276,Corporate,United States,Phoenix,South,PROD-10121,T-Shirts Pro,Clothing,T-Shirts,Jessica Taylor,9,92.42,695.34,415.91,279.43,0.164,2022,4,Q2
ORD-4654,2022-04-19,2022-04-20,Standard Class,CUST-3157,Customer 196,Consumer,United States,Los Angeles,West,PROD-42766,Tablets Premium,Electronics,Tablets,Lisa Garcia,5,1945.17,9725.84,5835.5,3890.34,0.0,2022,4,Q2
ORD-3071,2022-04-19,2022-04-26,Same Day,CUST-6992,Customer 516,Consumer,United States,Portland,West,PROD-28004,Decorations Premium,Home & Garden,Decorations,Lisa Garcia,8,384.27,3074.13,1690.77,1383.36,0.0,2022,4,Q2
ORD-4061,2022-04-19,2022-04-23,First Class,CUST-5569,Customer 191,Home Office,United States,Charlotte,East,PROD-69341,Decorations Standard,Home & Garden,Decorations,John Smith,6,290.14,1740.82,957.45,783.37,0.0,2022,4,Q2
ORD-4697,2022-04-19,2022-04-23,First Class,CUST-4882,Customer 629,Home Office,United States,Detroit,North,PROD-14849,Headphones Pro,Electronics,Headphones,Jessica Taylor,3,801.22,2403.67,1442.2,961.47,0.0,2022,4,Q2
ORD-2782,2022-04-20,2022-04-26,First Class,CUST-3550,Customer 161,Corporate,United States,Phoenix,South,PROD-82083,Supplements Standard,Sports,Supplements,Amanda Lee,4,350.14,1240.26,728.29,511.97,0.114,2022,4,Q2
ORD-1965,2022-04-20,2022-04-22,Second Class,CUST-7109,Customer 78,Home Office,United States,Dallas,South,PROD-95673,Kitchen Appliances Pro,Home & Garden,Kitchen Appliances,Tom Anderson,5,699.29,3496.43,1923.04,1573.39,0.0,2022,4,Q2
ORD-5440,2022-04-20,2022-04-26,Second Class,CUST-8534,Customer 69,Corporate,United States,Phoenix,South,PROD-88639,Shoes Deluxe,Clothing,Shoes,Robert Martinez,3,147.37,442.1,221.05,221.05,0.0,2022,4,Q2
ORD-1672,2022-04-21,2022-04-27,Second Class,CUST-3696,Customer 204,Home Office,United States,Richmond,East,PROD-73128,Headphones Basic,Electronics,Headphones,Tom Anderson,5,1407.78,5706.16,4223.33,1482.83,0.189,2022,4,Q2
ORD-1317,2022-04-21,2022-04-27,Same Day,CUST-5301,Customer 633,Corporate,United States,New York,North,PROD-95831,Headphones Basic,Electronics,Headphones,Sarah Johnson,3,534.78,1604.33,962.6,641.73,0.0,2022,4,Q2
ORD-5310,2022-04-21,2022-04-24,Same Day,CUST-8478,Customer 342,Consumer,United States,Los Angeles,West,PROD-12604,Jackets Premium,Clothing,Jackets,David Wilson,4,289.84,956.04,579.67,376.37,0.175,2022,4,Q2
ORD-1243,2022-04-21,2022-04-24,First Class,CUST-7705,Customer 584,Home Office,United States,Houston,South,PROD-51470,Jeans Standard,Clothing,Jeans,Mike Davis,2,155.52,311.05,155.52,155.52,0.0,2022,4,Q2
ORD-2574,2022-04-22,2022-04-29,Second Class,CUST-2310,Customer 777,Consumer,United States,Philadelphia,North,PROD-93523,Tools Deluxe,Home & Garden,Tools,Robert Martinez,7,407.21,2850.49,1567.77,1282.72,0.0,2022,4,Q2
ORD-3876,2022-04-22,2022-04-23,Second Class,CUST-9413,Customer 500,Corporate,United States,Dallas,South,PROD-17945,Shoes Deluxe,Clothing,Shoes,Mike Davis,3,68.78,206.34,103.17,103.17,0.0,2022,4,Q2
ORD-1473,2022-04-22,2022-04-25,Same Day,CUST-6946,Customer 925,Consumer,United States,Seattle,West,PROD-80112,Shoes Standard,Clothing,Shoes,Sarah Johnson,8,127.77,1022.18,511.09,511.09,0.0,2022,4,Q2
ORD-2525,2022-04-22,2022-04-25,Standard Class,CUST-2830,Customer 425,Home Office,United States,Las Vegas,West,PROD-10732,T-Shirts Basic,Clothing,T-Shirts,Robert Martinez,7,286.08,1813.58,1001.27,812.31,0.094,2022,4,Q2
ORD-3543,2022-04-22,2022-04-27,Second Class,CUST-8157,Customer 581,Home Office,United States,Washington DC,East,PROD-32135,Accessories Premium,Clothing,Accessories,Jessica Taylor,3,205.67,494.79,308.51,186.28,0.198,2022,4,Q2
ORD-5022,2022-04-22,2022-04-24,First Class,CUST-8870,Customer 767,Home Office,United States,Chicago,North,PROD-13683,T-Shirts Standard,Clothing,T-Shirts,John Smith,4,250.1,1000.42,500.21,500.21,0.0,2022,4,Q2
ORD-1347,2022-04-22,2022-04-27,First Class,CUST-1226,Customer 352,Consumer,United States,Houston,South,PROD-49993,Accessories Basic,Clothing,Accessories,Sarah Johnson,8,25.37,170.97,101.48,69.49,0.158,2022,4,Q2
ORD-1257,2022-04-22,2022-04-29,Same Day,CUST-3710,Customer 77,Home Office,United States,Portland,West,PROD-41575,Laptops Premium,Electronics,Laptops,Lisa Garcia,3,194.67,479.66,350.4,129.26,0.179,2022,4,Q2
ORD-3383,2022-04-23,2022-04-27,Same Day,CUST-4589,Customer 690,Home Office,United States,Richmond,East,PROD-47017,Decorations Pro,Home & Garden,Decorations,David Wilson,8,689.19,5513.56,3032.46,2481.1,0.0,2022,4,Q2
ORD-2106,2022-04-23,2022-04-26,First Class,CUST-8750,Customer 159,Home Office,United States,Philadelphia,North,PROD-69924,Comics Basic,Books,Comics,Sarah Johnson,15,11.14,167.05,66.82,100.23,0.0,2022,4,Q2
ORD-4685,2022-04-23,2022-04-25,Same Day,CUST-6643,Customer 437,Home Office,United States,Washington DC,East,PROD-15409,Decorations Premium,Home & Garden,Decorations,Emily Brown,8,808.5,6468.01,3557.4,2910.6,0.0,2022,4,Q2
ORD-3132,2022-04-23,2022-04-27,Second Class,CUST-7212,Customer 881,Corporate,United States,Chicago,North,PROD-65644,Tools Basic,Home & Garden,Tools,John Smith,8,48.76,390.06,214.53,175.53,0.0,2022,4,Q2
ORD-5438,2022-04-23,2022-04-24,Same Day,CUST-2219,Customer 406,Home Office,United States,Boston,North,PROD-36373,Decorations Pro,Home & Garden,Decorations,Sarah Johnson,7,203.84,1255.79,784.77,471.02,0.12,2022,4,Q2
ORD-1724,2022-04-24,2022-04-26,Same Day,CUST-4016,Customer 840,Corporate,United States,Portland,West,PROD-44115,Tablets Deluxe,Electronics,Tablets,Robert Martinez,4,1731.7,6926.79,4156.07,2770.71,0.0,2022,4,Q2
ORD-2099,2022-04-24,2022-04-25,First Class,CUST-7519,Customer 906,Consumer,United States,Charlotte,East,PROD-13575,Outdoor Gear Basic,Sports,Outdoor Gear,Sarah Johnson,2,417.82,636.71,434.54,202.17,0.238,2022,4,Q2
ORD-3254,2022-04-24,2022-04-28,First Class,CUST-7330,Customer 224,Corporate,United States,Washington DC,East,PROD-13843,Furniture Premium,Home & Garden,Furniture,David Wilson,2,68.92,137.85,75.82,62.03,0.0,2022,4,Q2
ORD-5671,2022-04-24,2022-04-28,Standard Class,CUST-6503,Customer 610,Consumer,United States,Dallas,South,PROD-56730,Comics Deluxe,Books,Comics,David Wilson,8,68.34,503.64,218.7,284.94,0.079,2022,4,Q2
ORD-1406,2022-04-24,2022-04-30,Second Class,CUST-8531,Customer 779,Home Office,United States,Washington DC,East,PROD-33150,Tablets Deluxe,Electronics,Tablets,Emily Brown,1,1937.27,1937.27,1162.36,774.91,0.0,2022,4,Q2
ORD-4234,2022-04-24,2022-04-28,Second Class,CUST-8315,Customer 888,Home Office,United States,Portland,West,PROD-10077,Comics Pro,Books,Comics,Lisa Garcia,13,31.46,408.97,163.59,245.38,0.0,2022,4,Q2
ORD-2300,2022-04-24,2022-04-30,Standard Class,CUST-2713,Customer 848,Corporate,United States,Seattle,West,PROD-73645,Tools Premium,Home & Garden,Tools,John Smith,4,774.39,3097.57,1703.66,1393.9,0.0,2022,4,Q2
ORD-1116,2022-04-24,2022-04-26,Second Class,CUST-3698,Customer 166,Home Office,United States,Houston,South,PROD-55354,Cameras Deluxe,Electronics,Cameras,Emily Brown,3,1706.27,4212.73,3071.29,1141.44,0.177,2022,4,Q2
ORD-2274,2022-04-25,2022-04-28,Same Day,CUST-7444,Customer 472,Corporate,United States,Charlotte,East,PROD-40654,Tools Basic,Home & Garden,Tools,Tom Anderson,3,102.18,306.53,168.59,137.94,0.0,2022,4,Q2
ORD-5999,2022-04-25,2022-04-28,First Class,CUST-6793,Customer 871,Corporate,United States,New York,North,PROD-56291,Kitchen Appliances Pro,Home & Garden,Kitchen Appliances,Sarah Johnson,1,683.33,683.33,375.83,307.5,0.0,2022,4,Q2
ORD-4138,2022-04-25,2022-05-01,Second Class,CUST-1339,Customer 83,Consumer,United States,Charlotte,East,PROD-47385,Fitness Equipment Standard,Sports,Fitness Equipment,Jessica Taylor,6,406.02,2436.13,1266.79,1169.34,0.0,2022,4,Q2
ORD-4878,2022-04-25,2022-04-29,Standard Class,CUST-7223,Customer 781,Corporate,United States,Charlotte,East,PROD-32121,Tools Basic,Home & Garden,Tools,Amanda Lee,2,162.45,324.9,178.69,146.2,0.0,2022,4,Q2
ORD-3680,2022-04-25,2022-04-29,Second Class,CUST-3911,Customer 539,Home Office,United States,Phoenix,South,PROD-27145,Comics Pro,Books,Comics,Emily Brown,3,78.35,235.06,94.03,141.04,0.0,2022,4,Q2
ORD-2612,2022-04-26,2022-05-02,Second Class,CUST-9883,Customer 643,Consumer,United States,Richmond,East,PROD-17292,Headphones Deluxe,Electronics,Headphones,Jessica Taylor,3,1637.85,4913.54,2948.13,1965.42,0.0,2022,4,Q2
ORD-3084,2022-04-26,2022-04-27,Second Class,CUST-2852,Customer 358,Consumer,United States,Seattle,West,PROD-67778,Furniture Premium,Home & Garden,Furniture,Emily Brown,1,847.81,847.81,466.29,381.51,0.0,2022,4,Q2
ORD-1741,2022-04-27,2022-05-03,Standard Class,CUST-1717,Customer 322,Home Office,United States,Houston,South,PROD-95880,Jackets Standard,Clothing,Jackets,Amanda Lee,5,55.32,276.6,138.3,138.3,0.0,2022,4,Q2
ORD-3362,2022-04-27,2022-04-29,Same Day,CUST-9121,Customer 491,Home Office,United States,Los Angeles,West,PROD-83216,Furniture Deluxe,Home & Garden,Furniture,John Smith,5,521.72,2608.59,1434.72,1173.87,0.0,2022,4,Q2
ORD-1747,2022-04-27,2022-04-29,First Class,CUST-9762,Customer 475,Home Office,United States,Seattle,West,PROD-84489,Cameras Deluxe,Electronics,Cameras,Amanda Lee,3,407.84,1223.53,734.12,489.41,0.0,2022,4,Q2
ORD-1897,2022-04-28,2022-05-02,First Class,CUST-6807,Customer 67,Consumer,United States,Miami,South,PROD-84679,Tools Premium,Home & Garden,Tools,David Wilson,1,649.84,649.84,357.41,292.43,0.0,2022,4,Q2
ORD-2598,2022-04-28,2022-05-01,Same Day,CUST-6782,Customer 262,Home Office,United States,Portland,West,PROD-30173,Furniture Standard,Home & Garden,Furniture,Sarah Johnson,5,778.57,3098.83,2141.07,957.77,0.204,2022,4,Q2
ORD-3310,2022-04-28,2022-05-05,Standard Class,CUST-1127,Customer 8,Home Office,United States,Washington DC,East,PROD-82072,Jackets Basic,Clothing,Jackets,Tom Anderson,1,138.35,118.64,69.18,49.47,0.142,2022,4,Q2
ORD-1244,2022-04-29,2022-05-03,Same Day,CUST-3763,Customer 591,Corporate,United States,Baltimore,East,PROD-21540,Headphones Standard,Electronics,Headphones,Jessica Taylor,5,923.05,4615.26,2769.16,1846.1,0.0,2022,4,Q2
ORD-4034,2022-04-29,2022-05-01,First Class,CUST-9469,Customer 99,Home Office,United States,Dallas,South,PROD-84996,Outdoor Gear Premium,Sports,Outdoor Gear,Tom Anderson,2,365.3,580.97,379.91,201.06,0.205,2022,4,Q2
ORD-4871,2022-04-29,2022-05-05,First Class,CUST-9902,Customer 599,Consumer,United States,Detroit,North,PROD-45524,Outdoor Gear Deluxe,Sports,Outdoor Gear,Amanda Lee,6,119.88,719.29,374.03,345.26,0.0,2022,4,Q2
